pr_id,wave,owner,level,risk,current_status,title,depends,disposition,phase,start_condition,maximum_post_replay_claim,rationale
PR-200,31,HTT,L2,R2 statistics,completed,Estimated-covariance·nonlinear endpoint partial-ID confidence set와 continuum coverage,PR-189;PR-197,FROM_RAW_AND_PROOF_READJUDICATION_AND_FRESH_SYNTHETIC_AND_FULL_REFIT,5-8-observed-analysis,successor harness on current HEAD; preserve historical receipts byte-for-byte,OBSERVATIONAL_DIAGNOSTIC; HTT-only model inference after separate calibration,"Re-extract features, masks, selection, covariance and nulls from authenticated raw/release inputs; old numeric outputs are not carried forward."
PR-201,32,HTT,L2,R2 data+simulation,pending,"CF4 structural identified set, pipeline robustness set와 full E2E vector coverage",PR-144;PR-145;PR-146;PR-147;PR-195;PR-200,REBASE_THEN_FROM_RAW,5-8-observed-analysis,formal DAG replan on current vector/tensor contracts and all dependencies green,OBSERVATIONAL_DIAGNOSTIC; HTT-only model inference after separate calibration,"Re-extract features, masks, selection, covariance and nulls from authenticated raw/release inputs; old numeric outputs are not carried forward."
PR-202,32,OBSSTAT,L2,R2 data,pending,"Planck multi-pipeline E2E replication, noise-cluster closure와 low-ell anomaly decomposition",PR-149;PR-150;PR-197;PR-198;PR-199,REBASE_THEN_FROM_RAW,5-8-observed-analysis,formal DAG replan on current vector/tensor contracts and all dependencies green,OBSERVATIONAL_DIAGNOSTIC; HTT-only model inference after separate calibration,"Re-extract features, masks, selection, covariance and nulls from authenticated raw/release inputs; old numeric outputs are not carried forward."
PR-203,32,OBSSTAT,L2,R2 data,pending,DESI DR1 complete official-mock exact-selection causal decomposition,PR-151;PR-197;PR-200,REBASE_THEN_FROM_RAW,5-8-observed-analysis,formal DAG replan on current vector/tensor contracts and all dependencies green,OBSERVATIONAL_DIAGNOSTIC; HTT-only model inference after separate calibration,"Re-extract features, masks, selection, covariance and nulls from authenticated raw/release inputs; old numeric outputs are not carried forward."
PR-204,32,OBSSTAT,L2,R2 data,pending,ACT DR6 validated-band/raw-QE anisotropic modulation closure,PR-152;PR-177;PR-197;PR-200,REBASE_THEN_FROM_RAW,5-8-observed-analysis,formal DAG replan on current vector/tensor contracts and all dependencies green,OBSERVATIONAL_DIAGNOSTIC; HTT-only model inference after separate calibration,"Re-extract features, masks, selection, covariance and nulls from authenticated raw/release inputs; old numeric outputs are not carried forward."
PR-205,33,HTT,L2,R3+multi-probe,pending,Common-model full four-component comparator joint identified region,PR-189;PR-190;PR-193;PR-195;PR-196;PR-200;PR-201;PR-202;PR-203;PR-204;PR-252,REBASE_THEN_FROM_RAW_AND_PROOF_READJUDICATION_AND_FULL_REFIT,5-8-observed-analysis,formal DAG replan on current vector/tensor contracts and all dependencies green,OBSERVATIONAL_DIAGNOSTIC; HTT-only model inference after separate calibration,"Re-extract features, masks, selection, covariance and nulls from authenticated raw/release inputs; old numeric outputs are not carried forward."
PR-206,33,HTT,L2,R2 model comparison,pending,Multi-probe systematics-as-hypotheses와 local/global/geometry discrimination,PR-196;PR-201;PR-202;PR-203;PR-204;PR-205;PR-181,REBASE_THEN_FROM_RAW_AND_FULL_REFIT,5-8-observed-analysis,formal DAG replan on current vector/tensor contracts and all dependencies green,OBSERVATIONAL_DIAGNOSTIC; HTT-only model inference after separate calibration,"Re-extract features, masks, selection, covariance and nulls from authenticated raw/release inputs; old numeric outputs are not carried forward."
PR-207,33,COMMON,L2,R3 external,pending,"Independent external reproduction, blind hostile challenge와 novelty tribunal",PR-186;PR-189;PR-191;PR-192;PR-193;PR-199;PR-200;PR-205;PR-206,REBASE_THEN_FROM_RAW_AND_REGENERATE,5-8-observed-analysis,formal DAG replan on current vector/tensor contracts and all dependencies green,OBSERVATIONAL_DIAGNOSTIC; HTT-only model inference after separate calibration,"Re-extract features, masks, selection, covariance and nulls from authenticated raw/release inputs; old numeric outputs are not carried forward."
PR-208,34,COMMON,L2,R2 release,pending,"Full-program promotion, v11 synthesis report와 publication suite",PR-157;PR-158;PR-207,REBASE_THEN_FROM_RAW_AND_REGENERATE,5-8-observed-analysis,formal DAG replan on current vector/tensor contracts and all dependencies green,OBSERVATIONAL_DIAGNOSTIC; HTT-only model inference after separate calibration,"Re-extract features, masks, selection, covariance and nulls from authenticated raw/release inputs; old numeric outputs are not carried forward."
PR-209,35,COMMON,L2,R1,completed,"Round-2 intake, immutable legacy inventory and disposition graph",,MIGRATE_REVALIDATE,0-1-baseline-and-harness,successor harness on current HEAD; preserve historical receipts byte-for-byte,INFRASTRUCTURE_OR_CONTRACT_READINESS; non-scientific,"Port the contract/harness to the current typed model and replace obsolete blanket blockers with typed, dischargeable conditions."
PR-210,35,COMMON,L2,R2,completed,BASS-HTT-MIO constitution and typed DefectBundle,PR-209,MIGRATE_REVALIDATE,0-1-baseline-and-harness,successor harness on current HEAD; preserve historical receipts byte-for-byte,INFRASTRUCTURE_OR_CONTRACT_READINESS; non-scientific,"Port the contract/harness to the current typed model and replace obsolete blanket blockers with typed, dischargeable conditions."
PR-211,35,COMMON,L2,R3-CAS-XREF,completed,Constraint-natural conventions and signed curvature split,PR-210,PROOF_READJUDICATION,2-proof-adjudication,successor harness on current HEAD; preserve historical receipts byte-for-byte,EXACT_OR_CONDITIONAL_THEORY only after record-specific independent adjudication,"Recheck statement, assumptions, frame, units, branch/order, counterexamples and proof-class evidence; no bulk promotion."
PR-212,35,COMMON,L2,R2,completed,Congruence-indexed frame and rest-space curvature type system,PR-210;PR-211,PROOF_READJUDICATION,2-proof-adjudication,successor harness on current HEAD; preserve historical receipts byte-for-byte,EXACT_OR_CONDITIONAL_THEORY only after record-specific independent adjudication,"Recheck statement, assumptions, frame, units, branch/order, counterexamples and proof-class evidence; no bulk promotion."
PR-213,35,COMMON,L2,R2,completed,External novelty x internal readiness x promotion state machine,PR-209,MIGRATE_REVALIDATE,0-1-baseline-and-harness,successor harness on current HEAD; preserve historical receipts byte-for-byte,INFRASTRUCTURE_OR_CONTRACT_READINESS; non-scientific,"Port the contract/harness to the current typed model and replace obsolete blanket blockers with typed, dischargeable conditions."
PR-214,35,COMMON,L2,R2,completed,Hermetic legacy mutation laboratory and clean-room replay,PR-209;PR-211;PR-213,MIGRATE_REVALIDATE,0-1-baseline-and-harness,successor harness on current HEAD; preserve historical receipts byte-for-byte,INFRASTRUCTURE_OR_CONTRACT_READINESS; non-scientific,"Port the contract/harness to the current typed model and replace obsolete blanket blockers with typed, dischargeable conditions."
PR-215,36,COMMON,L2,R3-XREF,completed,General joint feasible-set support theorem,PR-210;PR-211;PR-212,PROOF_READJUDICATION_AND_FRESH_SYNTHETIC,2-3-proof-and-synthetic,successor harness on current HEAD; preserve historical receipts byte-for-byte,"EXACT_OR_CONDITIONAL_THEORY plus VALIDATED_SYNTHETIC, never observed/native","Bind the exact statement and premises to evidence, independently adjudicate, then replay fresh held-out/mutation validation."
PR-216,36,COMMON,L2,R2,completed,Physical sharpness ladder: algebraic to constraint to local to global,PR-212;PR-215,PROOF_READJUDICATION_AND_FRESH_SYNTHETIC,2-3-proof-and-synthetic,successor harness on current HEAD; preserve historical receipts byte-for-byte,"EXACT_OR_CONDITIONAL_THEORY plus VALIDATED_SYNTHETIC, never observed/native","Bind the exact statement and premises to evidence, independently adjudicate, then replay fresh held-out/mutation validation."
PR-217,36,COMMON,L2,R2,completed,MES primary-source branch reconstruction and attribution surface,PR-211;PR-212;PR-214,PROOF_READJUDICATION_AND_FRESH_SYNTHETIC,2-3-proof-and-synthetic,successor harness on current HEAD; preserve historical receipts byte-for-byte,"EXACT_OR_CONDITIONAL_THEORY plus VALIDATED_SYNTHETIC, never observed/native","Bind the exact statement and premises to evidence, independently adjudicate, then replay fresh held-out/mutation validation."
PR-218,36,COMMON,L2,R2,completed,Teff/BASS-lite certified surrogate programme,PR-209;PR-210;PR-214,PROOF_READJUDICATION_AND_FRESH_SYNTHETIC,2-3-proof-and-synthetic,successor harness on current HEAD; preserve historical receipts byte-for-byte,"EXACT_OR_CONDITIONAL_THEORY plus VALIDATED_SYNTHETIC, never observed/native","Bind the exact statement and premises to evidence, independently adjudicate, then replay fresh held-out/mutation validation."
PR-219,36,COMMON,L2,R2,completed,Pre-solver response quotient and non-identification atlas,PR-210;PR-212;PR-215,PROOF_READJUDICATION_AND_FRESH_SYNTHETIC,2-3-proof-and-synthetic,successor harness on current HEAD; preserve historical receipts byte-for-byte,"EXACT_OR_CONDITIONAL_THEORY plus VALIDATED_SYNTHETIC, never observed/native","Bind the exact statement and premises to evidence, independently adjudicate, then replay fresh held-out/mutation validation."
PR-220,36,COMMON,L2,R2,completed,Legacy evidence as adversarial benchmark and coherent evidence invariance,PR-214;PR-219,PROOF_READJUDICATION_AND_FRESH_SYNTHETIC,2-3-proof-and-synthetic,successor harness on current HEAD; preserve historical receipts byte-for-byte,"EXACT_OR_CONDITIONAL_THEORY plus VALIDATED_SYNTHETIC, never observed/native","Bind the exact statement and premises to evidence, independently adjudicate, then replay fresh held-out/mutation validation."
PR-221,37,COMMON,L2,R2,completed,Cross-survey latent cosmic-dipole source discrimination,PR-213;PR-219;PR-220,FROM_RAW_AND_PROOF_READJUDICATION_AND_FRESH_SYNTHETIC_AND_FULL_REFIT,5-8-observed-analysis,successor harness on current HEAD; preserve historical receipts byte-for-byte,OBSERVATIONAL_DIAGNOSTIC; HTT-only model inference after separate calibration,"Re-extract features, masks, selection, covariance and nulls from authenticated raw/release inputs; old numeric outputs are not carried forward."
PR-222,37,COMMON,L2,R3-CAS,completed,Finite-window stochastic bulk-flow to homogeneous-tilt bridge,PR-210;PR-212;PR-219,PROOF_READJUDICATION_AND_FRESH_SYNTHETIC,2-3-proof-and-synthetic,successor harness on current HEAD; preserve historical receipts byte-for-byte,"EXACT_OR_CONDITIONAL_THEORY plus VALIDATED_SYNTHETIC, never observed/native","Bind the exact statement and premises to evidence, independently adjudicate, then replay fresh held-out/mutation validation."
PR-223,37,COMMON,L2,R3-CAS,completed,Species-resolved multi-fluid moment and frame atlas,PR-210;PR-212,PROOF_READJUDICATION_AND_FRESH_SYNTHETIC,2-3-proof-and-synthetic,successor harness on current HEAD; preserve historical receipts byte-for-byte,"EXACT_OR_CONDITIONAL_THEORY plus VALIDATED_SYNTHETIC, never observed/native","Bind the exact statement and premises to evidence, independently adjudicate, then replay fresh held-out/mutation validation."
PR-224,37,COMMON,L2,R2,completed,Directional x depth x host-property falsifier programme,PR-212;PR-222,FROM_RAW_AND_PROOF_READJUDICATION_AND_FRESH_SYNTHETIC,5-8-observed-analysis,successor harness on current HEAD; preserve historical receipts byte-for-byte,OBSERVATIONAL_DIAGNOSTIC; HTT-only model inference after separate calibration,"Re-extract features, masks, selection, covariance and nulls from authenticated raw/release inputs; old numeric outputs are not carried forward."
PR-225,37,COMMON,L2,R2,completed,Estimated-covariance partial identification and anytime evidence,PR-215;PR-219;PR-220,PROOF_READJUDICATION_AND_FRESH_SYNTHETIC_AND_FULL_REFIT,2-3-proof-and-synthetic,successor harness on current HEAD; preserve historical receipts byte-for-byte,"EXACT_OR_CONDITIONAL_THEORY plus VALIDATED_SYNTHETIC, never observed/native","Bind the exact statement and premises to evidence, independently adjudicate, then replay fresh held-out/mutation validation."
PR-226,37,COMMON,L2,R2,completed,Track-I data-lane closure and independent calibration,PR-221;PR-222;PR-224;PR-225,FROM_RAW,5-8-observed-analysis,successor harness on current HEAD; preserve historical receipts byte-for-byte,OBSERVATIONAL_DIAGNOSTIC; HTT-only model inference after separate calibration,"Re-extract features, masks, selection, covariance and nulls from authenticated raw/release inputs; old numeric outputs are not carried forward."
PR-227,38,COMMON,L2,R2,completed,"Independent reproduction, source audit and publication-grade capsule",PR-209;PR-214;PR-226,FROM_RAW_AND_REGENERATE,5-8-observed-analysis,successor harness on current HEAD; preserve historical receipts byte-for-byte,OBSERVATIONAL_DIAGNOSTIC; HTT-only model inference after separate calibration,"Re-extract features, masks, selection, covariance and nulls from authenticated raw/release inputs; old numeric outputs are not carried forward."
PR-228,38,COMMON,L2,R2,completed,Track-I adjudication checkpoint and v11-I comprehensive report,PR-227,REGENERATE,8-reporting,successor harness on current HEAD; preserve historical receipts byte-for-byte,INHERITS_LOWEST_UPSTREAM_CEILING,Regenerate only after all upstream receipts are current; figures and prose may not exceed their source evidence.
PR-229,38,COMMON,L2,R-NATIVE,dormant_external,Native Bianchi Boltzmann solver delivery and authenticity gate,PR-214;PR-218;PR-223,HOLD_NATIVE,9-native,none until genuine native delivery,NEEDS_NATIVE,Preserve the card and forbid proxy/fallback execution.
PR-230,38,COMMON,L2,R-NATIVE,dormant_external,"FLRW null, Bianchi-I and analytic ray benchmark suite",PR-229,HOLD_NATIVE,9-native,none until genuine native delivery,NEEDS_NATIVE,Preserve the card and forbid proxy/fallback execution.
PR-231,38,COMMON,L2,R-NATIVE,dormant_external,Exact Bianchi family background and constraint atlas,PR-229;PR-230,HOLD_NATIVE,9-native,none until genuine native delivery,NEEDS_NATIVE,Preserve the card and forbid proxy/fallback execution.
PR-232,38,COMMON,L2,R-NATIVE,dormant_external,Photon geodesic and temperature hierarchy,PR-230;PR-231,HOLD_NATIVE,9-native,none until genuine native delivery,NEEDS_NATIVE,Preserve the card and forbid proxy/fallback execution.
PR-233,39,COMMON,L2,R-NATIVE,dormant_external,"Thomson collision, recombination and reionization physics",PR-232,HOLD_NATIVE,9-native,none until genuine native delivery,NEEDS_NATIVE,Preserve the card and forbid proxy/fallback execution.
PR-234,39,COMMON,L2,R-NATIVE,dormant_external,Temperature-polarization E/B hierarchy and parity oracle,PR-233,HOLD_NATIVE,9-native,none until genuine native delivery,NEEDS_NATIVE,Preserve the card and forbid proxy/fallback execution.
PR-235,39,COMMON,L2,R-NATIVE,dormant_external,Tilted and multi-fluid species dynamics,PR-231;PR-233;PR-223,HOLD_NATIVE,9-native,none until genuine native delivery,NEEDS_NATIVE,Preserve the card and forbid proxy/fallback execution.
PR-236,39,COMMON,L2,R-NATIVE,dormant_external,Native observable response Jacobian and numerical error model,PR-232;PR-234;PR-235,HOLD_NATIVE,9-native,none until genuine native delivery,NEEDS_NATIVE,Preserve the card and forbid proxy/fallback execution.
PR-237,39,COMMON,L2,R-NATIVE,dormant_external,Native morphology atlas across Bianchi families,PR-231;PR-234;PR-236,HOLD_NATIVE,9-native,none until genuine native delivery,NEEDS_NATIVE,Preserve the card and forbid proxy/fallback execution.
PR-238,39,COMMON,L2,R-NATIVE,dormant_external,Native response quotient and family-identifiability lattice,PR-236;PR-237;PR-219,HOLD_NATIVE,9-native,none until genuine native delivery,NEEDS_NATIVE,Preserve the card and forbid proxy/fallback execution.
PR-239,40,COMMON,L2,R-NATIVE,dormant_external,Native calibration of Teff and legacy BASS surrogates,PR-218;PR-236,HOLD_NATIVE,9-native,none until genuine native delivery,NEEDS_NATIVE,Preserve the card and forbid proxy/fallback execution.
PR-240,40,COMMON,L2,R-NATIVE,dormant_external,Common latent cosmology multi-probe forward model,PR-222;PR-226;PR-235;PR-236,HOLD_NATIVE,9-native,none until genuine native delivery,NEEDS_NATIVE,Preserve the card and forbid proxy/fallback execution.
PR-241,40,COMMON,L2,R-NATIVE,dormant_external,Planck temperature/polarization native likelihood and null validation,PR-234;PR-237;PR-238;PR-240,HOLD_NATIVE,9-native,none until genuine native delivery,NEEDS_NATIVE,Preserve the card and forbid proxy/fallback execution.
PR-242,40,COMMON,L2,R-NATIVE,dormant_external,Track-II external solver adjudication and v11-II report,PR-239;PR-241,HOLD_NATIVE,9-native,none until genuine native delivery,NEEDS_NATIVE,Preserve the card and forbid proxy/fallback execution.
PR-243,40,COMMON,L2,R-NATIVE,dormant_external,Cross-track common-model comparator and source-discrimination synthesis,PR-228;PR-242,HOLD_NATIVE,9-native,none until genuine native delivery,NEEDS_NATIVE,Preserve the card and forbid proxy/fallback execution.
PR-244,40,COMMON,L2,R-NATIVE,dormant_external,Hostile external replication and red-team challenge,PR-243,HOLD_NATIVE,9-native,none until genuine native delivery,NEEDS_NATIVE,Preserve the card and forbid proxy/fallback execution.
PR-245,41,COMMON,L2,R-NATIVE,dormant_external,"Publication suite: methods/data, solver/theory, joint cosmology",PR-244,HOLD_NATIVE,9-native,none until genuine native delivery,NEEDS_NATIVE,Preserve the card and forbid proxy/fallback execution.
PR-246,41,COMMON,L2,R-NATIVE,dormant_external,Final programme synthesis and long-horizon release,PR-245,HOLD_NATIVE,9-native,none until genuine native delivery,NEEDS_NATIVE,Preserve the card and forbid proxy/fallback execution.
PR-247,42,COMMON,L2,R-HARNESS-PUBLICATION,completed,Change-set and publication integrity firewall,PR-124;PR-167,MIGRATE_REVALIDATE,0-1-baseline-and-harness,successor harness on current HEAD; preserve historical receipts byte-for-byte,INFRASTRUCTURE_OR_CONTRACT_READINESS; non-scientific,"Port the contract/harness to the current typed model and replace obsolete blanket blockers with typed, dischargeable conditions."
PR-248,43,COMMON,L2,R2-FOUNDATION,completed,Typed statistical foundation and MES anchor authority,PR-124;PR-168;PR-187;PR-247,PROOF_READJUDICATION,2-proof-adjudication,successor harness on current HEAD; preserve historical receipts byte-for-byte,EXACT_OR_CONDITIONAL_THEORY only after record-specific independent adjudication,"Recheck statement, assumptions, frame, units, branch/order, counterexamples and proof-class evidence; no bulk promotion."
PR-249,44,COMMON,L2,R2-CONTRACT,completed,"Departure state, estimand and reporting contracts",PR-127;PR-136;PR-187;PR-189;PR-248,PROOF_READJUDICATION,2-proof-adjudication,successor harness on current HEAD; preserve historical receipts byte-for-byte,EXACT_OR_CONDITIONAL_THEORY only after record-specific independent adjudication,"Recheck statement, assumptions, frame, units, branch/order, counterexamples and proof-class evidence; no bulk promotion."
PR-250,45,HTT,L2,R3-STATISTICS,completed,Joint random-anchor partial identification and finite covariance,PR-137;PR-189;PR-200;PR-225;PR-249,PROOF_READJUDICATION_AND_FRESH_SYNTHETIC_AND_FULL_REFIT,2-3-proof-and-synthetic,successor harness on current HEAD; preserve historical receipts byte-for-byte,"EXACT_OR_CONDITIONAL_THEORY plus VALIDATED_SYNTHETIC, never observed/native","Bind the exact statement and premises to evidence, independently adjudicate, then replay fresh held-out/mutation validation."
PR-251,46,HTT,L2,R3-RESPONSE,completed,Equivariant orbit response and model discrepancy,PR-216;PR-219;PR-250,FRESH_SYNTHETIC_AND_FULL_REFIT,3-and-7-statistical-replay,successor harness on current HEAD; preserve historical receipts byte-for-byte,VALIDATED_SYNTHETIC or MODEL_CONDITIONAL after coverage/PPC/null gates,"Rerun with fresh preregistered seeds, held-out cases, covariance/null calibration, weak-ID and open-set abstention."
PR-252,47,COMMON,L2,R2-INTEGRATION,completed,Lossless statistical-foundation consumer migration,PR-251,MIGRATE_REVALIDATE,0-1-baseline-and-harness,successor harness on current HEAD; preserve historical receipts byte-for-byte,INFRASTRUCTURE_OR_CONTRACT_READINESS; non-scientific,"Port the contract/harness to the current typed model and replace obsolete blanket blockers with typed, dischargeable conditions."
PR-253,48,COMMON,L2,R2-INTEGRATION,completed,Baseline remediation and atomic premise-anchor DAG replan,PR-252,MIGRATE_REVALIDATE,0-1-baseline-and-harness,successor harness on current HEAD; preserve historical receipts byte-for-byte,INFRASTRUCTURE_OR_CONTRACT_READINESS; non-scientific,"Port the contract/harness to the current typed model and replace obsolete blanket blockers with typed, dischargeable conditions."
PR-254,49,COMMON,L2,R3-CAS+STATISTICS,completed,Normalizer benchmark and typed anchor geometry,PR-253;PR-216;PR-217;PR-225,FRESH_SYNTHETIC,3-and-7-statistical-replay,successor harness on current HEAD; preserve historical receipts byte-for-byte,VALIDATED_SYNTHETIC or MODEL_CONDITIONAL after coverage/PPC/null gates,"Rerun with fresh preregistered seeds, held-out cases, covariance/null calibration, weak-ID and open-set abstention."
PR-255,50,HTT,L2,R3-STATISTICS,completed,Anchored response geometry and nonlinearity phase diagram,PR-254;PR-219;PR-251,FRESH_SYNTHETIC_AND_FULL_REFIT,3-and-7-statistical-replay,successor harness on current HEAD; preserve historical receipts byte-for-byte,VALIDATED_SYNTHETIC or MODEL_CONDITIONAL after coverage/PPC/null gates,"Rerun with fresh preregistered seeds, held-out cases, covariance/null calibration, weak-ID and open-set abstention."
PR-256,51,HTT,L2,R3-RESPONSE,completed,Global-tilt versus local-boost response geometry,PR-255;PR-222;PR-251,FRESH_SYNTHETIC_AND_FULL_REFIT,3-and-7-statistical-replay,successor harness on current HEAD; preserve historical receipts byte-for-byte,VALIDATED_SYNTHETIC or MODEL_CONDITIONAL after coverage/PPC/null gates,"Rerun with fresh preregistered seeds, held-out cases, covariance/null calibration, weak-ID and open-set abstention."
PR-257,52,OBSSTAT,L2,R3-CAS+MORPHOLOGY,completed,Low-ell matched-counterpair morphology benchmark,PR-255;PR-251,FRESH_SYNTHETIC,3-and-7-statistical-replay,successor harness on current HEAD; preserve historical receipts byte-for-byte,VALIDATED_SYNTHETIC or MODEL_CONDITIONAL after coverage/PPC/null gates,"Rerun with fresh preregistered seeds, held-out cases, covariance/null calibration, weak-ID and open-set abstention."
PR-258,53,HTT,L2,R3-INTEGRATION,completed,Open-set response-class quotient and premise-anchor integration,PR-256;PR-257;PR-219,FRESH_SYNTHETIC_AND_FULL_REFIT,3-and-7-statistical-replay,successor harness on current HEAD; preserve historical receipts byte-for-byte,VALIDATED_SYNTHETIC or MODEL_CONDITIONAL after coverage/PPC/null gates,"Rerun with fresh preregistered seeds, held-out cases, covariance/null calibration, weak-ID and open-set abstention."
PR-259,54,COMMON,L0,R2-HARNESS,completed,Frozen-lineage successor chronology repair and programme bootstrap,PR-258,MIGRATE_REVALIDATE,0-1-baseline-and-harness,successor harness on current HEAD; preserve historical receipts byte-for-byte,INFRASTRUCTURE_OR_CONTRACT_READINESS; non-scientific,"Port the contract/harness to the current typed model and replace obsolete blanket blockers with typed, dischargeable conditions."
PR-260,55,COMMON,L0,R2-GOVERNANCE,completed,Vector/tensor MES and two-pillar proof-program formal intake,PR-259,MIGRATE_REVALIDATE,0-1-baseline-and-harness,successor harness on current HEAD; preserve historical receipts byte-for-byte,INFRASTRUCTURE_OR_CONTRACT_READINESS; non-scientific,"Port the contract/harness to the current typed model and replace obsolete blanket blockers with typed, dischargeable conditions."
PR-261,56,COMMON,L1,R2-CONTRACT,completed,Canonical joint vector/tensor anisotropy state,PR-260;PR-249;PR-256,MIGRATE_REVALIDATE,0-1-baseline-and-harness,successor harness on current HEAD; preserve historical receipts byte-for-byte,INFRASTRUCTURE_OR_CONTRACT_READINESS; non-scientific,"Port the contract/harness to the current typed model and replace obsolete blanket blockers with typed, dischargeable conditions."
PR-262,57,COMMON,L2,R3-PHYSMATH,completed,Tensor-valued functional and anchor contract,PR-261;PR-254,PROOF_READJUDICATION,2-proof-adjudication,successor harness on current HEAD; preserve historical receipts byte-for-byte,EXACT_OR_CONDITIONAL_THEORY only after record-specific independent adjudication,"Recheck statement, assumptions, frame, units, branch/order, counterexamples and proof-class evidence; no bulk promotion."
PR-263,57,OBSSTAT,L2,R3-MORPHOLOGY,completed,"Orbit catalogue v3 with action, parity, and strata",PR-261;PR-257,FRESH_SYNTHETIC,3-and-7-statistical-replay,successor harness on current HEAD; preserve historical receipts byte-for-byte,VALIDATED_SYNTHETIC or MODEL_CONDITIONAL after coverage/PPC/null gates,"Rerun with fresh preregistered seeds, held-out cases, covariance/null calibration, weak-ID and open-set abstention."
PR-264,58,MIO,L2,R3-XQFG,completed,"Vector/tensor x, Q, F, and G_F successor",PR-262;PR-263,FRESH_SYNTHETIC,3-and-7-statistical-replay,successor harness on current HEAD; preserve historical receipts byte-for-byte,VALIDATED_SYNTHETIC or MODEL_CONDITIONAL after coverage/PPC/null gates,"Rerun with fresh preregistered seeds, held-out cases, covariance/null calibration, weak-ID and open-set abstention."
PR-265,59,MIO,L2,R3-STATISTICS,completed,Conditional exceedance Pi with law and objective separation,PR-264;PR-250,FRESH_SYNTHETIC_AND_FULL_REFIT,3-and-7-statistical-replay,successor harness on current HEAD; preserve historical receipts byte-for-byte,VALIDATED_SYNTHETIC or MODEL_CONDITIONAL after coverage/PPC/null gates,"Rerun with fresh preregistered seeds, held-out cases, covariance/null calibration, weak-ID and open-set abstention."
PR-266,59,OBSSTAT,L2,R3-SKY-SUPPORT,completed,"Depth, mask, transport, and coherence path",PR-264,FRESH_SYNTHETIC,3-and-7-statistical-replay,successor harness on current HEAD; preserve historical receipts byte-for-byte,VALIDATED_SYNTHETIC or MODEL_CONDITIONAL after coverage/PPC/null gates,"Rerun with fresh preregistered seeds, held-out cases, covariance/null calibration, weak-ID and open-set abstention."
PR-267,60,COMMON,L2,R3-CLAIM,completed,Typed AnisotropyTypeReport,PR-263;PR-265;PR-266;PR-255;PR-256;PR-258,FRESH_SYNTHETIC_AND_FULL_REFIT,3-and-7-statistical-replay,successor harness on current HEAD; preserve historical receipts byte-for-byte,VALIDATED_SYNTHETIC or MODEL_CONDITIONAL after coverage/PPC/null gates,"Rerun with fresh preregistered seeds, held-out cases, covariance/null calibration, weak-ID and open-set abstention."
PR-268,61,COMMON,L2,R3-REGISTRY,completed,Two-pillar theorem registry v3 and executable oracle intake,PR-262;PR-263;PR-267,PROOF_READJUDICATION_AND_FRESH_SYNTHETIC,2-3-proof-and-synthetic,successor harness on current HEAD; preserve historical receipts byte-for-byte,"EXACT_OR_CONDITIONAL_THEORY plus VALIDATED_SYNTHETIC, never observed/native","Bind the exact statement and premises to evidence, independently adjudicate, then replay fresh held-out/mutation validation."
PR-269,62,COMMON,L3,R3-PROOF,completed,Pillar T analytic and core proofs,PR-268,PROOF_READJUDICATION_AND_FRESH_SYNTHETIC,2-3-proof-and-synthetic,successor harness on current HEAD; preserve historical receipts byte-for-byte,"EXACT_OR_CONDITIONAL_THEORY plus VALIDATED_SYNTHETIC, never observed/native","Bind the exact statement and premises to evidence, independently adjudicate, then replay fresh held-out/mutation validation."
PR-270,63,COMMON,L3,R3-CAS,completed,"Pillar T orbit, response, realizability, and four-axis CAS",PR-269,PROOF_READJUDICATION_AND_FRESH_SYNTHETIC,2-3-proof-and-synthetic,successor harness on current HEAD; preserve historical receipts byte-for-byte,"EXACT_OR_CONDITIONAL_THEORY plus VALIDATED_SYNTHETIC, never observed/native","Bind the exact statement and premises to evidence, independently adjudicate, then replay fresh held-out/mutation validation."
PR-271,62,HTT,L3,R3-STATISTICS,completed,Pillar S exact and core statistical foundations,PR-268,PROOF_READJUDICATION_AND_FRESH_SYNTHETIC_AND_FULL_REFIT,2-3-proof-and-synthetic,successor harness on current HEAD; preserve historical receipts byte-for-byte,"EXACT_OR_CONDITIONAL_THEORY plus VALIDATED_SYNTHETIC, never observed/native","Bind the exact statement and premises to evidence, independently adjudicate, then replay fresh held-out/mutation validation."
PR-272,63,HTT,L3,R3-STATISTICS,completed,"Pillar S inference, coverage, and multiplicity",PR-271,PROOF_READJUDICATION_AND_FRESH_SYNTHETIC_AND_FULL_REFIT,2-3-proof-and-synthetic,successor harness on current HEAD; preserve historical receipts byte-for-byte,"EXACT_OR_CONDITIONAL_THEORY plus VALIDATED_SYNTHETIC, never observed/native","Bind the exact statement and premises to evidence, independently adjudicate, then replay fresh held-out/mutation validation."
PR-273,64,HTT,L3,R3-INTEGRATION,completed,Blind synthetic vector/tensor integration,PR-270;PR-272,FRESH_SYNTHETIC_AND_FULL_REFIT,3-and-7-statistical-replay,successor harness on current HEAD; preserve historical receipts byte-for-byte,VALIDATED_SYNTHETIC or MODEL_CONDITIONAL after coverage/PPC/null gates,"Rerun with fresh preregistered seeds, held-out cases, covariance/null calibration, weak-ID and open-set abstention."
